gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1144877666	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/333f3be0b-96d7-4ec7-a43e-c3cf37139bb7	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus philippinensis		SPECIES	Rhinolophus philippinensis Waterhouse, 1843	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-19T01:00Z	19	1	2005	2432649	2432649	MATERIAL_SAMPLE	USNM	Mammals	10949863			CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144883105	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/346b41020-6919-4804-bc29-8e2d9a553a8e	Animalia	Chordata	Mammalia	Chiroptera	Miniopteridae	Miniopterus	Miniopterus australis		SPECIES	Miniopterus australis Tomes, 1858	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-21T01:00Z	21	1	2007	2432508	2432508	MATERIAL_SAMPLE	USNM	Mammals	10951359			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144884358	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/34ae9301d-03d3-4424-b18a-652f8af3d9c7	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-30T01:00Z	30	1	2007	5218596	5218596	MATERIAL_SAMPLE	USNM	Mammals	10952509			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144884939	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/34cc5e491-5cd9-4346-929f-0927525a6f42	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus borneensis		SPECIES	Rhinolophus borneensis Peters, 1861	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-23T01:00Z	23	1	2007	2432654	2432654	MATERIAL_SAMPLE	USNM	Mammals	10952111			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144888807	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3597762ba-09bf-4758-ab94-2ebde33e49e7	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Coelops	Coelops robinsoni		SPECIES	Coelops robinsoni Bonhote, 1908	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-02-01T01:00Z	1	2	2007	5218551	5218551	MATERIAL_SAMPLE	USNM	Mammals	11781107	KMH 2671		CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144907891	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/399874c3c-549e-451b-98af-7f2d581b7283	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis adversus		SPECIES	Myotis adversus (Horsfield, 1824)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-22T01:00Z	22	1	2007	2432450	2432450	MATERIAL_SAMPLE	USNM	Mammals	10952345			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144913198	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3ab26bc7e-bc60-403e-b30f-b3e884e139f2	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis ater		SPECIES	Myotis ater (Peters, 1866)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-23T01:00Z	23	1	2007	7261865	7261865	MATERIAL_SAMPLE	USNM	Mammals	10952122			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144915946	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3b491d3c3-f4e3-4615-9409-4d90d1f057a7	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus philippinensis		SPECIES	Rhinolophus philippinensis Waterhouse, 1843	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-02-01T01:00Z	1	2	2007	2432649	2432649	MATERIAL_SAMPLE	USNM	Mammals	10951178			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144924202	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3d0092f0a-5a1b-4e48-a1cc-799b43bf382b	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Balionycteris	Balionycteris maculata		SPECIES	Balionycteris maculata (Thomas, 1893)	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-17T01:00Z	17	1	2005	2432945	2432945	MATERIAL_SAMPLE	USNM	Mammals	10949844			CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144924940	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3d27a85c0-1eb3-4b88-877f-6e3d910da40c	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis horsfieldii		SPECIES	Myotis horsfieldii (Temminck, 1840)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-21T01:00Z	21	1	2007	2432388	2432388	MATERIAL_SAMPLE	USNM	Mammals	10951361			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144929813	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3e28bdce4-0d00-4768-b62b-48fe42484388	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Balionycteris	Balionycteris maculata		SPECIES	Balionycteris maculata (Thomas, 1893)	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-16T01:00Z	16	1	2005	2432945	2432945	MATERIAL_SAMPLE	USNM	Mammals	10949935			CC_BY_NC_4_0		D. Wilson			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144931827	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3e94d1252-9dfe-4b34-846c-d0b0f4bb7d47	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus notatus		SPECIES	Callosciurus notatus (Boddaert, 1785)	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-23T01:00Z	23	1	2005	2437396	2437396	MATERIAL_SAMPLE	USNM	Mammals	10949869			CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144934586	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3f280c9d2-a7cb-4d77-a3f2-95804b59be03	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Cynopterus	Cynopterus brachyotis		SPECIES	Cynopterus brachyotis (Müller, 1838)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-22T01:00Z	22	1	2007	2432837	2432837	MATERIAL_SAMPLE	USNM	Mammals	10952351			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1145050624	35720b3e-aded-4b83-b4f1-967f1d457d6a	http://arctos.database.museum/guid/CUMV:Mamm:22548?seid=2611622	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Exilisciurus	Exilisciurus exilis		SPECIES	Exilisciurus exilis (Müller, 1838)	MY	Borneo, Tawau Hills National Park, 0.56 km WSW of Magdalena Chalet	cf9ceb80-9f3d-11da-b791-b8a03c50a862	4.39855	117.8843	200.0						2013-05-04T02:00Z	4	5	2013	2437386	2437386	PRESERVED_SPECIMEN	CUMV	Mammal specimens	22548		Sophie Orzechowski	CC0_1_0		Collector(s): Sophie Orzechowski; Preparator(s): Sophie Orzechowski			2016-08-27T06:39Z		COORDINATE_ROUNDED
1142104927	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus rattus		SPECIES	Rattus rattus (Linnaeus, 1758)	MY	State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.00936	113.77358											2439270	2439270	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-746.013c			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;RECORDED_DATE_UNLIKELY
1015063760	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459834	Animalia	Chordata	Mammalia	Rodentia	Muridae	Chrotomys	Chrotomys whiteheadi		SPECIES	Maxomys whiteheadi (Thomas, 1894)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	-0.83	117.0							1993-05-22T02:00Z	22	5	1993	2438838	2438292	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:18Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015063862	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459755	Animalia	Chordata	Mammalia	Rodentia	Muridae	Maxomys	Maxomys rajah		SPECIES	Maxomys rajah (Thomas, 1894)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.85	115.8							1993-06-01T02:00Z	1	6	1993	2438847	2438847	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015063955	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459641	Animalia	Chordata	Mammalia	Rodentia	Muridae	Leopoldamys	Leopoldamys sabanus		SPECIES	Leopoldamys sabanus (Thomas, 1887)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.67	115.62							1993-06-15T02:00Z	15	6	1993	2437926	2437926	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015064016	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459761	Animalia	Chordata	Mammalia	Rodentia	Muridae	Maxomys	Maxomys rajah		SPECIES	Maxomys rajah (Thomas, 1894)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.85	115.8							1993-06-03T02:00Z	3	6	1993	2438847	2438847	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015064197	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459651	Animalia	Chordata	Mammalia	Rodentia	Muridae	Leopoldamys	Leopoldamys sabanus		SPECIES	Leopoldamys sabanus (Thomas, 1887)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.67	115.62							1993-06-19T02:00Z	19	6	1993	2437926	2437926	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015064310	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459728	Animalia	Chordata	Mammalia	Rodentia	Muridae	Maxomys	Maxomys rajah		SPECIES	Maxomys rajah (Thomas, 1894)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.85	115.8							1993-06-07T02:00Z	7	6	1993	2438847	2438847	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015064483	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459817	Animalia	Chordata	Mammalia	Rodentia	Muridae	Chrotomys	Chrotomys whiteheadi		SPECIES	Maxomys whiteheadi (Thomas, 1894)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.67	115.62							1993-06-18T02:00Z	18	6	1993	2438838	2438292	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015064510	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459818	Animalia	Chordata	Mammalia	Rodentia	Muridae	Chrotomys	Chrotomys whiteheadi		SPECIES	Maxomys whiteheadi (Thomas, 1894)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.67	115.62							1993-06-19T02:00Z	19	6	1993	2438838	2438292	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1015064723	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JF459827	Animalia	Chordata	Mammalia	Rodentia	Muridae	Chrotomys	Chrotomys whiteheadi		SPECIES	Maxomys whiteheadi (Thomas, 1894)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	-0.83	117.0							1993-05-21T02:00Z	21	5	1993	2438838	2438292	UNKNOWN						CC_BY_4_0		Engstrom, MD, Lim, BK			2016-08-04T13:18Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1005746044	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JQ599895	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Cynopterus			GENUS	Cynopterus F. Cuvier, 1824	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.85	115.8							1993-06-07T02:00Z	7	6	1993	2432832		UNKNOWN						CC_BY_4_0		Engstrom, Md, Lim, Bk			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COUNTRY_INVALID;REFERENCES_URI_INVALID
1005746191	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JQ599884	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Cynopterus			GENUS	Cynopterus F. Cuvier, 1824	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.85	115.8							1993-05-31T02:00Z	31	5	1993	2432832		UNKNOWN						CC_BY_4_0		Engstrom, Md, Lim, Bk			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;COUNTRY_INVALID;REFERENCES_URI_INVALID
1009980658	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM540804	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Macroglossus	Macroglossus minimus		SPECIES	Macroglossus minimus (E. Geoffroy, 1810)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.85	115.8							1993-05-30T02:00Z	30	5	1993	5218625	5218625	UNKNOWN						CC_BY_4_0		Engstrom, MD: Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1009985484	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM541204	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Philetor	Philetor brachypterus		SPECIES	Philetor brachypterus (Temminck, 1840)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.85	115.8							1993-05-30T02:00Z	30	5	1993	2432281	2432281	UNKNOWN						CC_BY_4_0		Mark D. Engstrom			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
1009985603	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM541190	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Penthetor	Penthetor lucasi		SPECIES	Penthetor lucasi (Dobson, 1880)	ID		ada9d123-ddb4-467d-8891-806ea8d94230	2.667	115.617							1993-06-13T02:00Z	13	6	1993	2432933	2432933	UNKNOWN						CC_BY_4_0		Engstrom, MD: Lim, BK			2016-08-04T13:20Z		COUNTRY_DERIVED_FROM_COORDINATES;BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;REFERENCES_URI_INVALID
865717540	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Carnivora	Viverridae	Arctogalidia	Arctogalidia trivirgata		SPECIES	Arctogalidia trivirgata (Gray, 1832)	MY	State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.00936	113.77358											2434742	2434742	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-813.085			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865718855	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii		SPECIES	Callosciurus prevostii (Desmarest, 1822)	MY	Mont Batu Song, Baram district/State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.80002	114.43997											2437397	2437397	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-668.091a			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865722450	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Crocidura	Crocidura foetida	doriae	SUBSPECIES	Crocidura foetida subsp. doriae Peters, 1870	MY	Mount Kinabalu (=Gunung Kinabalu)/State of Sabah	23539a57-1347-4dd3-af2a-cf9478563baa	6.07253	116.56143							1990-08-18T02:00Z	18	8	1990	6163247	2435541	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-1750.010			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84
865727767	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates muelleri	abbotti	SUBSPECIES	Hylobates muelleri subsp. abbotti Kloss, 1929	MY	State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.00936	113.77358											5707401	5219548	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-745.096			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865727796	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates muelleri		SPECIES	Hylobates muelleri Martin, 1841	MY	Borneo	23539a57-1347-4dd3-af2a-cf9478563baa	1.6	112.8											5219548	5219548	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-424.018			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865741464	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	pygmaeus	SUBSPECIES	Pongo pygmaeus subsp. pygmaeus	MY	State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.00936	113.77358											5707417	5219532	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-745.086			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865741470	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	pygmaeus	SUBSPECIES	Pongo pygmaeus subsp. pygmaeus	MY	State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.00936	113.77358											5707417	5219532	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-744.098			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865741772	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Presbytis	Presbytis hosei		SPECIES	Presbytis hosei (Thomas, 1889)	MY	Mont Batu Song, Baram district/State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.80002	114.43997											5219564	5219564	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-729.072			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865749149	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Rodentia	Hystricidae	Trichys	Trichys fasciculata		SPECIES	Trichys fasciculata (Shaw, 1801)	MY	Entuat River (=Entoyut River=Entoy River)/State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	1.86648	112.59994											2439429	2439429	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-710.087			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
865749187	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	Tupaia glis		SPECIES	Tupaia glis (Diard, 1820)	MY	Mont Batu Song, Baram district/State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.80002	114.43997											2436271	2436271	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-668.093			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
859412474	96ca66b4-f762-11e1-a439-00145eb45e9a	urn:catalog:AMNH:Mammals:M-106071	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Lariscus	Lariscus insignis	diversus	SUBSPECIES	Lariscus insignis subsp. diversus Thomas, 1898	ID	Riam, Kotawaringin	ccd1ddc0-6c21-11de-8224-b8a03c50a862	-1.51667	111.5			300.0	0.0			1935-12-31T01:00Z	31	12	1935	4263907	2437524	PRESERVED_SPECIMEN	AMNH	Mammals	M-106071	83		CC0_1_0		J. J. Menden		NATIVE	2016-08-04T12:29Z		GEODETIC_DATUM_ASSUMED_WGS84
859412491	96ca66b4-f762-11e1-a439-00145eb45e9a	urn:catalog:AMNH:Mammals:M-106180	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus			GENUS	Rattus Fischer, 1803	ID	Riam, Kotawaringin	ccd1ddc0-6c21-11de-8224-b8a03c50a862	-1.51667	111.5			300.0	0.0			1935-11-01T01:00Z	1	11	1935	2439223		PRESERVED_SPECIMEN	AMNH	Mammals	M-106180	88		CC0_1_0		J. J. Menden		NATIVE	2016-08-04T12:29Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK
859412509	96ca66b4-f762-11e1-a439-00145eb45e9a	urn:catalog:AMNH:Mammals:M-106149	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii		SPECIES	Callosciurus prevostii (Desmarest, 1822)	ID	Riam, Kotawaringin	ccd1ddc0-6c21-11de-8224-b8a03c50a862	-1.51667	111.5			300.0	0.0			1935-11-30T01:00Z	30	11	1935	2437397	2437397	PRESERVED_SPECIMEN	AMNH	Mammals	M-106149	416		CC0_1_0		J. J. Menden		NATIVE	2016-08-04T12:29Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK
859412522	96ca66b4-f762-11e1-a439-00145eb45e9a	urn:catalog:AMNH:Mammals:M-106151	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus notatus		SPECIES	Callosciurus notatus (Boddaert, 1785)	ID	Riam, Kotawaringin	ccd1ddc0-6c21-11de-8224-b8a03c50a862	-1.51667	111.5			300.0	0.0			1935-11-12T01:00Z	12	11	1935	2437396	2437396	PRESERVED_SPECIMEN	AMNH	Mammals	M-106151	261		CC0_1_0		J. J. Menden		NATIVE	2016-08-04T12:29Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK
859412525	96ca66b4-f762-11e1-a439-00145eb45e9a	urn:catalog:AMNH:Mammals:M-106152	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus notatus		SPECIES	Callosciurus notatus (Boddaert, 1785)	ID	Riam, Kotawaringin	ccd1ddc0-6c21-11de-8224-b8a03c50a862	-1.51667	111.5			300.0	0.0			1935-11-14T01:00Z	14	11	1935	2437396	2437396	PRESERVED_SPECIMEN	AMNH	Mammals	M-106152	301		CC0_1_0		J. J. Menden		NATIVE	2016-08-04T12:29Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK
