gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1147040533	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	0bd79ca1-260b-4dd6-a422-36c4cfd346fd	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates albibarbis		SPECIES	Hylobates albibarbis Lyon, 1911	MY	Danum Valley Field Centre; 600 m on grid trail system.	e2e717bf-551a-4917-bdc9-4fa0f342c530	4.9634	117.8028							2013-05-01T02:00Z	1	5	2013	5707402	5707402	MACHINE_OBSERVATION	CLO	ML	201937			CC0_1_0		Richard C Hoyer		NATIVE	2016-08-04T05:29Z		
1147070154	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	2e3d4e20-18ce-4540-807a-2ddaf2375377	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	wurmbii	SUBSPECIES	Pongo pygmaeus subsp. wurmbii Tiedemann, 1808	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2009-07-11T02:00Z	11	7	2009	5707418	5219532	MACHINE_OBSERVATION	CLO	ML	467072			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147077090	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	36618633-350f-42f8-ba07-a316c81ce31b	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis		SPECIES	Macaca fascicularis (Raffles, 1821)	MY	Tawau Hills Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	4.45387	117.94833							2013-03-04T01:00Z	4	3	2013	2436603	2436603	MACHINE_OBSERVATION	CLO	ML	479273			CC0_1_0		Sophie C Orzechowski		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147112781	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	5ff9cd3f-757d-4897-b117-9678f1d19b93	Animalia	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates albibarbis		SPECIES	Hylobates albibarbis Lyon, 1911	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2009-07-17T02:00Z	17	7	2009	5707402	5707402	MACHINE_OBSERVATION	CLO	ML	467112			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147115332	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	62ea0bfa-7be0-4e1b-80e4-dbe2049d0f6e	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis		SPECIES	Macaca fascicularis (Raffles, 1821)	MY	Tawau Hills Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	4.45387	117.94833							2013-03-04T01:00Z	4	3	2013	2436603	2436603	MACHINE_OBSERVATION	CLO	ML	479280			CC0_1_0		Sophie C Orzechowski		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147137531	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	7cc97368-3755-472b-be43-f0c045ac2b4e	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis		SPECIES	Macaca fascicularis (Raffles, 1821)	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2010-08-12T02:00Z	12	8	2010	2436603	2436603	MACHINE_OBSERVATION	CLO	ML	467824			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147145834	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	866cb97c-565b-4023-9646-a763459f2a68	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	wurmbii	SUBSPECIES	Pongo pygmaeus subsp. wurmbii Tiedemann, 1808	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2009-07-23T02:00Z	23	7	2009	5707418	5219532	MACHINE_OBSERVATION	CLO	ML	467257			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147159288	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	95fea0e7-2cb2-48cf-83f9-d6aac18373b1	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii		SPECIES	Callosciurus prevostii (Desmarest, 1822)	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2010-08-07T02:00Z	7	8	2010	2437397	2437397	MACHINE_OBSERVATION	CLO	ML	467800			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147162762	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	99feedf6-ed0f-4f39-bf40-67cd4af70665	Animalia	Chordata	Mammalia	Primates	Hylobatidae				FAMILY	Hylobatidae	MY	Tawau Hills Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	4.40411	117.89235							2012-06-25T02:00Z	25	6	2012	5484		MACHINE_OBSERVATION	CLO	ML	479396			CC0_1_0		Justin M Hite		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147188170	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	b75cd86e-5b76-40ad-bb0c-35f5d1b859a5	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	wurmbii	SUBSPECIES	Pongo pygmaeus subsp. wurmbii Tiedemann, 1808	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2009-07-17T02:00Z	17	7	2009	5707418	5219532	MACHINE_OBSERVATION	CLO	ML	467121			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147194331	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	beac4e49-70fc-4cd7-871f-a4b36c4cfce3	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis		SPECIES	Macaca fascicularis (Raffles, 1821)	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2010-08-07T02:00Z	7	8	2010	2436603	2436603	MACHINE_OBSERVATION	CLO	ML	467798			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147197900	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	c2bc06a3-4cca-4bac-bf94-80298173997d	Animalia	Chordata	Mammalia	Rodentia	Sciuridae				FAMILY	Sciuridae	MY	Mount Kinbalu National Park; 1.2 km up Layang-layang trail.	e2e717bf-551a-4917-bdc9-4fa0f342c530	6.03535	116.55036							2013-04-27T02:00Z	27	4	2013	9456		MACHINE_OBSERVATION	CLO	ML	201858			CC0_1_0		Richard C Hoyer		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147224625	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	e20d4b5f-61fa-4f70-bdc9-c37ba0423bc1	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	wurmbii	SUBSPECIES	Pongo pygmaeus subsp. wurmbii Tiedemann, 1808	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2009-07-19T02:00Z	19	7	2009	5707418	5219532	MACHINE_OBSERVATION	CLO	ML	467198			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147233110	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	ebf79fb8-8a80-4d83-aee8-c89843d55bd8	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	wurmbii	SUBSPECIES	Pongo pygmaeus subsp. wurmbii Tiedemann, 1808	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2009-07-11T02:00Z	11	7	2009	5707418	5219532	MACHINE_OBSERVATION	CLO	ML	467083			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1147240864	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	f4d80a3a-e773-4422-a595-42aec38a9668	Animalia	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	wurmbii	SUBSPECIES	Pongo pygmaeus subsp. wurmbii Tiedemann, 1808	ID	Gunung Palung National Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	-1.21333	110.09533							2009-07-19T02:00Z	19	7	2009	5707418	5219532	MACHINE_OBSERVATION	CLO	ML	467228			CC0_1_0		Timothy G Laman		NATIVE	2016-08-04T05:29Z		COORDINATE_ROUNDED
1142102757	5a659248-1f70-11e3-b2c5-00145eb45e9a		Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus prevostii	sarawakensis	SUBSPECIES	Callosciurus prevostii subsp. sarawakensis Gray, 1867	MY	Mont Batu Song, Baram district/State of Sarawak	23539a57-1347-4dd3-af2a-cf9478563baa	3.80002	114.43997											4263768	2437397	PRESERVED_SPECIMEN	MHNG	Mammals housed at MHNG, Geneva	MHNG-MAM-669.003b			CC_BY_NC_4_0					2016-08-04T01:36Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_UNLIKELY
1292003915	3ad882bb-cd21-4201-8b83-3684bfc6d830	urn:catalog:UBCBBM:CTC:M008741	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Presbytis			GENUS	Presbytis Eschscholtz, 1821	MY	Balai Ringin	b542788f-0dc2-4a2b-b652-fceced449591	1.05	110.75							1961-04-24T01:00Z	24	4	1961	3239596		PRESERVED_SPECIMEN	UBCBBM	CTC	M008741			CC0_1_0		L.A. Charles		NATIVE	2016-08-23T15:51Z		
1211791681	c5c4a23e-2035-4416-ab64-032d6df52ddb	URI:catalog:ROM:Mammals:48265	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis muricola		SPECIES	Myotis muricola (Gray, 1846)	MY	Binatang	ff418020-1d67-11d9-8435-b8a03c50a862	2.15	111.61667							1968-01-01T01:00Z			1968	2432429	2432429	PRESERVED_SPECIMEN	ROM	Mammals	48265			CC_BY_NC_4_0	Royal Ontario Museum; ROM	Daniel			2016-08-04T15:23Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1211791705	c5c4a23e-2035-4416-ab64-032d6df52ddb	URI:catalog:ROM:Mammals:44692	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Cynopterus	Cynopterus brachyotis		SPECIES	Cynopterus brachyotis (Müller, 1838)	MY	Binatang	ff418020-1d67-11d9-8435-b8a03c50a862	2.15	111.61667							1968-04-06T01:00Z	6	4	1968	2432837	2432837	PRESERVED_SPECIMEN	ROM	Mammals	44692	MJB3		CC_BY_NC_4_0	Royal Ontario Museum; ROM	Breen, MJ			2016-08-04T15:23Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1211811812	c5c4a23e-2035-4416-ab64-032d6df52ddb	URI:catalog:ROM:Mammals:90810	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Gomantong Forest Reserve, Along West Side Wall Outside Entrance To Simut Hitam Cave	ff418020-1d67-11d9-8435-b8a03c50a862	5.51667	118.06667							1982-10-12T01:00Z	12	10	1982	5218596	5218596	PRESERVED_SPECIMEN	ROM	Mammals	90810			CC_BY_NC_4_0	Royal Ontario Museum; ROM	Francis, CM			2016-08-04T15:23Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1211811819	c5c4a23e-2035-4416-ab64-032d6df52ddb	URI:catalog:ROM:Mammals:90820	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Gomantong Forest Reserve, Along West Side Wall Outside Entrance To Simut Hitam Cave	ff418020-1d67-11d9-8435-b8a03c50a862	5.51667	118.06667							1982-10-12T01:00Z	12	10	1982	5218596	5218596	PRESERVED_SPECIMEN	ROM	Mammals	90820			CC_BY_NC_4_0	Royal Ontario Museum; ROM	Francis, CM			2016-08-04T15:23Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1211811835	c5c4a23e-2035-4416-ab64-032d6df52ddb	URI:catalog:ROM:Mammals:90771	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Gomantong Forest Reserve, Along West Side Wall Outside Entrance To Simut Hitam Cave	ff418020-1d67-11d9-8435-b8a03c50a862	5.51667	118.06667							1982-10-12T01:00Z	12	10	1982	5218596	5218596	PRESERVED_SPECIMEN	ROM	Mammals	90771			CC_BY_NC_4_0	Royal Ontario Museum; ROM	Francis, CM			2016-08-04T15:23Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1211811838	c5c4a23e-2035-4416-ab64-032d6df52ddb	URI:catalog:ROM:Mammals:90825	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Gomantong Forest Reserve, Along West Side Wall Outside Entrance To Simut Hitam Cave	ff418020-1d67-11d9-8435-b8a03c50a862	5.51667	118.06667							1982-10-12T01:00Z	12	10	1982	5218596	5218596	PRESERVED_SPECIMEN	ROM	Mammals	90825			CC_BY_NC_4_0	Royal Ontario Museum; ROM	Francis, CM			2016-08-04T15:23Z		GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;COORDINATE_ROUNDED
1101198100	dce8feb0-6c89-11de-8225-b8a03c50a862	ee65fedb-030b-4a76-b5f7-4d60c14f949f	Animalia	Chordata	Mammalia	Chiroptera	Emballonuridae	Emballonura	Emballonura alecto		SPECIES	Emballonura alecto (Eydoux & Gervais, 1836)	MY		770c30d2-c2a8-4bb2-8056-6167297cddae	3.816	113.783		0.001					1990-01-07T01:00Z	7	1	1990	2433121	2433121	PRESERVED_SPECIMEN	AM	Mammalogy	M.21626			CC_BY_4_0		Hand Archer Godthelp			2016-08-04T16:24Z		GEODETIC_DATUM_ASSUMED_WGS84
1101198242	dce8feb0-6c89-11de-8225-b8a03c50a862	b54e2f73-5c93-42ab-9659-07736e41b32a	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus borneensis		SPECIES	Rhinolophus borneensis Peters, 1861	MY		770c30d2-c2a8-4bb2-8056-6167297cddae	4.033	114.883		0.001					1990-01-09T01:00Z	9	1	1990	2432654	2432654	PRESERVED_SPECIMEN	AM	Mammalogy	M.21698			CC_BY_4_0		Hand Archer Godthelp			2016-08-04T16:24Z		GEODETIC_DATUM_ASSUMED_WGS84
1144862285	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/300624b78-628c-4162-8652-dccd3bbefed9	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Cynopterus	Cynopterus brachyotis		SPECIES	Cynopterus brachyotis (Müller, 1838)	MY	Ulu Tatau, Samarkan Nursery	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515							2005-02-02T01:00Z	2	2	2005	2432837	2432837	MATERIAL_SAMPLE	USNM	Mammals	10949901			CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144874539	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/329aaeb22-ef7a-4f6a-a08c-519e4356d9bb	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-28T01:00Z	28	1	2007	5218596	5218596	MATERIAL_SAMPLE	USNM	Mammals	10951450			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144877311	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/332ad20d6-6a8c-41c0-8dde-e1a07411f67b	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus borneensis		SPECIES	Rhinolophus borneensis Peters, 1861	MY	Tubau, Plant Forest Zone, Gua Busuk (cave site)	bc092ff0-02e4-11dc-991f-b8a03c50a862	3.0933	113.6711							2007-02-05T01:00Z	5	2	2007	2432654	2432654	MATERIAL_SAMPLE	USNM	Mammals	10951427			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1144877851	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/33497465d-134b-4fb0-aa79-cb7921008094	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-16T01:00Z	16	1	2005	5218596	5218596	MATERIAL_SAMPLE	USNM	Mammals	10949953			CC_BY_NC_4_0		D. Wilson			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144884110	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/34a1e3faa-c478-49ee-96b2-3e233423a7d9	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Penthetor	Penthetor lucasi		SPECIES	Penthetor lucasi (Dobson, 1880)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-22T01:00Z	22	1	2007	2432933	2432933	MATERIAL_SAMPLE	USNM	Mammals	10952362			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144886812	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/352eb3be6-73e6-46a4-9bea-c47a6d4a1d42	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus philippinensis		SPECIES	Rhinolophus philippinensis Waterhouse, 1843	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-17T01:00Z	17	1	2005	2432649	2432649	MATERIAL_SAMPLE	USNM	Mammals	10949839			CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144888784	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/35961b05a-d3c2-4662-a9c3-8fe862c87717	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus philippinensis		SPECIES	Rhinolophus philippinensis Waterhouse, 1843	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-02-01T01:00Z	1	2	2007	2432649	2432649	MATERIAL_SAMPLE	USNM	Mammals	10951181			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144891148	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/361650279-e49b-4ab9-a688-f85538d81e5f	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Penthetor	Penthetor lucasi		SPECIES	Penthetor lucasi (Dobson, 1880)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-22T01:00Z	22	1	2007	2432933	2432933	MATERIAL_SAMPLE	USNM	Mammals	10952361			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144893696	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/36a00fdf4-907a-4f8d-8288-1fc432614a46	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-16T01:00Z	16	1	2005	5218596	5218596	MATERIAL_SAMPLE	USNM	Mammals	11780474	DEW 8656		CC_BY_NC_4_0		D. Wilson			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144906011	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3934da2d0-b2a3-45ab-ae30-60662074ca4f	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Crocidura	Crocidura foetida	doriae	SUBSPECIES	Crocidura foetida subsp. doriae Peters, 1870	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-17T01:00Z	17	1	2005	6163247	2435541	MATERIAL_SAMPLE	USNM	Mammals	11780479	8703		CC_BY_NC_4_0		D. Wilson			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144908252	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/39aae8650-7530-4845-940f-273f21c8a9d9	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus philippinensis		SPECIES	Rhinolophus philippinensis Waterhouse, 1843	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-02-01T01:00Z	1	2	2007	2432649	2432649	MATERIAL_SAMPLE	USNM	Mammals	10951179			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144909192	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/39dc6ce23-3058-40b9-9e93-3e78d0d0740d	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus philippinensis		SPECIES	Rhinolophus philippinensis Waterhouse, 1843	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-02-01T01:00Z	1	2	2007	2432649	2432649	MATERIAL_SAMPLE	USNM	Mammals	10951175			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144912648	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3a9485727-6b3c-4bc6-8c01-3b014a516ab0	Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus borneensis		SPECIES	Rhinolophus borneensis Peters, 1861	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-25T01:00Z	25	1	2007	2432654	2432654	MATERIAL_SAMPLE	USNM	Mammals	10953197			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144921085	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3c5900a0c-852c-4198-afbb-71b42caae449	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Balionycteris	Balionycteris maculata		SPECIES	Balionycteris maculata (Thomas, 1893)	MY	Bukit Sarang, Ulu Kakus	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.6533	113.0514							2007-01-22T01:00Z	22	1	2007	2432945	2432945	MATERIAL_SAMPLE	USNM	Mammals	10952366			CC_BY_NC_4_0		K. Helgen			2016-08-04T02:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1144922605	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3cabfa32e-1ec5-4df7-9643-89c75a24caab	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Macroglossus	Macroglossus minimus		SPECIES	Macroglossus minimus (E. Geoffroy, 1810)	MY	Ulu Tatau, Samarkan Nursery	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515							2005-02-02T01:00Z	2	2	2005	5218625	5218625	MATERIAL_SAMPLE	USNM	Mammals	10949894			CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144924878	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3d23c431e-4058-4c5b-b276-abda1e06e2f0	Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros cervinus		SPECIES	Hipposideros cervinus (Gould, 1854)	MY	Ulu Kakas, Bukit Sarang	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515			17.0				2005-01-16T01:00Z	16	1	2005	5218596	5218596	MATERIAL_SAMPLE	USNM	Mammals	10949951			CC_BY_NC_4_0		D. Wilson			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144927993	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3dcc23be5-0529-4541-9499-8cea640b9326	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Cynopterus	Cynopterus brachyotis		SPECIES	Cynopterus brachyotis (Müller, 1838)	MY	Ulu Tatau, Samarkan Nursery	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515							2005-02-02T01:00Z	2	2	2005	2432837	2432837	MATERIAL_SAMPLE	USNM	Mammals	11781096	KMH 1493		CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
1144930021	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3e33031c5-b746-49a3-96e8-c6ef0ae61f95	Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Cynopterus	Cynopterus brachyotis		SPECIES	Cynopterus brachyotis (Müller, 1838)	MY	Ulu Tatau, Samarkan Nursery	bc092ff0-02e4-11dc-991f-b8a03c50a862	2.65333	113.0515							2005-02-02T01:00Z	2	2	2005	2432837	2432837	MATERIAL_SAMPLE	USNM	Mammals	10949900			CC_BY_NC_4_0		K. Helgen			2016-08-04T01:44Z		GEODETIC_DATUM_ASSUMED_WGS84
